playerID,p_W,p_L,p_G,p_GS,p_CG,p_SHO,p_SV,p_IPouts,p_H,p_ER,p_HR,p_BB,p_SO,p_ERA,p_WP,p_BK,p_BFP,p_GF,p_R
ausanjo01,4,1,41,0,0,0,1,160,58,33,12,29,51,10.9,3,0,242.0,15,33
austde01,0,1,15,0,0,0,2,51,18,11,1,8,14,11.43,0,0,77.0,8,11
austije01,2,3,38,7,0,0,0,196,69,49,13,41,55,19.03,5,0,301.0,15,50
austiji02,6,4,83,0,0,0,0,300,74,34,6,56,48,13.98,6,0,418.0,21,36
austiri01,4,8,89,8,1,1,6,408,141,70,17,78,106,18.99,5,0,618.0,36,73
autryal01,1,0,1,1,0,0,0,15,4,3,2,3,3,5.4,0,0,21.0,0,3
averyst01,96,83,297,261,14,6,0,4664,1529,723,148,569,980,50.57,47,9,6609.0,11,800
avilaal01,0,0,3,0,0,0,0,12,3,1,0,1,1,4.5,0,0,15.0,3,1
avilalu01,23,10,454,0,0,0,2,1047,302,128,22,137,315,39.39,19,3,1464.0,57,135
avilape01,0,0,1,1,0,0,0,16,4,1,0,2,5,1.69,0,0,23.0,0,1
avreaja01,0,0,2,0,0,0,0,16,6,2,0,3,2,3.38,0,0,25.0,0,2
axelrdy01,9,15,59,34,0,0,0,686,269,134,43,85,164,24.29,6,0,1030.0,17,146
axforjo01,38,34,543,1,0,0,144,1576,483,226,50,260,589,63.01,45,0,2300.0,286,247
ayalabo01,37,44,406,14,0,0,59,1728,581,306,71,245,541,40.72,27,0,2537.0,214,353
ayalalu01,38,47,534,0,0,0,19,1663,581,206,54,139,367,55.28,11,2,2340.0,161,233
aybarer01,0,0,2,0,0,0,0,4,0,0,0,1,0,0.0,0,0,4.0,2,0
aybarma01,17,18,208,28,0,0,3,1173,413,222,49,172,273,60.25,13,5,1749.0,53,244
aydelja01,5,9,14,14,13,0,0,372,150,66,0,41,35,8.92,10,0,568.0,0,111
ayersbi01,0,3,13,4,0,0,1,106,46,32,7,14,22,8.15,3,1,161.0,2,35
ayersdo01,65,79,299,140,58,17,15,4286,1357,451,23,382,622,33.519999999999996,14,5,5702.0,109,612
ayraubo01,5,3,54,0,0,0,0,220,68,33,2,33,42,15.900000000000002,1,0,317.0,16,35
babcobo01,2,3,39,0,0,0,0,172,48,25,6,31,39,16.96,2,0,246.0,16,27
babicjo01,30,45,112,87,34,3,1,1776,657,324,38,220,231,31.18,12,0,2622.0,17,376
backebr01,31,29,145,79,1,1,0,1576,574,305,87,238,360,45.39,15,2,2332.0,23,313
backmle01,9,18,47,26,13,0,2,733,263,98,5,92,76,7.17,7,0,1023.0,17,124
baconed01,0,0,1,0,0,0,0,18,5,4,0,7,0,6.0,0,0,28.0,1,7
bacsimi01,8,6,73,3,0,0,0,518,190,85,12,75,77,35.94,4,2,770.0,32,104
bacsimi02,10,13,51,35,1,0,0,648,261,131,41,60,97,33.269999999999996,4,0,960.0,2,141
bacusda01,0,0,11,0,0,0,0,34,14,10,1,9,7,7.94,0,0,57.0,3,10
baczefr01,17,10,63,40,14,2,1,838,306,138,38,111,104,33.01,2,0,1220.0,8,149
badenbu01,20,27,418,10,0,0,4,1537,519,213,35,153,350,30.64,13,0,2168.0,105,234
baderlo01,5,3,22,6,3,1,1,226,83,21,2,36,27,6.58,2,0,338.0,13,29
baeched01,5,6,64,9,3,0,0,481,200,99,9,78,61,40.66,5,0,755.0,27,116
baekch01,16,18,59,44,1,0,0,839,294,150,35,81,184,24.36,8,0,1202.0,5,161
baezbe01,0,0,8,0,0,0,0,28,22,14,3,6,14,13.5,0,0,55.0,3,14
baezda01,40,57,533,26,1,0,114,2091,652,329,71,288,505,49.09,24,3,3013.0,279,366
baezmi01,1,1,27,2,0,0,0,103,32,14,3,16,35,10.74,1,2,154.0,9,14
baezpe01,21,15,355,0,0,0,3,1068,270,120,39,120,369,21.13,5,5,1458.0,51,137
baezsa01,0,0,10,0,0,0,0,46,14,9,2,9,10,14.02,1,0,71.0,0,13
bagbyji01,127,88,316,208,133,16,29,5465,1884,629,47,458,450,32.33,19,0,7533.0,92,769
bagbyji02,97,96,303,198,84,13,9,4999,1815,733,98,608,431,42.57,26,1,7266.0,65,849
bahnsst01,146,149,574,327,73,16,20,7587,2440,1013,223,924,1359,72.5,89,3,10701.0,90,1127
bahred01,11,11,46,25,8,0,0,657,210,82,13,95,69,7.22,2,0,937.0,11,102
baichgr01,0,0,4,0,0,0,0,21,9,4,0,3,3,5.14,1,0,29.0,3,5
bailean01,16,14,265,0,0,0,95,823,212,95,29,91,276,31.330000000000002,9,2,1116.0,182,101
bailebi01,38,76,203,117,70,8,0,3253,1035,430,20,527,570,50.55,43,2,3622.0,56,593
bailebr01,0,0,5,0,0,0,0,22,6,2,1,3,4,2.45,1,0,30.0,1,2
baileco01,9,10,172,0,0,0,1,621,208,91,13,116,150,44.940000000000005,11,2,908.0,51,99
baileha01,6,4,16,12,8,0,0,320,107,49,7,46,35,8.9,4,0,465.0,3,58
baileho01,6,9,50,8,0,0,1,356,120,69,15,40,41,12.24,4,0,504.0,22,76
baileho02,81,86,245,245,7,4,0,4205,1455,710,175,463,1157,75.2,42,8,6039.0,0,756
baileji01,0,1,3,1,0,0,0,35,17,8,1,6,7,6.17,0,0,58.0,0,8
baileki01,1,0,1,1,1,0,0,24,13,5,0,0,0,5.63,1,0,37.0,0,8
bailero01,18,19,92,46,5,2,1,1068,392,194,43,161,162,15.510000000000002,14,1,1580.0,13,216
bailesc01,39,44,343,59,5,2,13,2039,758,374,89,256,351,46.1,19,6,3011.0,103,423
bailest01,2,6,34,2,0,0,2,209,66,30,6,44,47,7.5,8,2,312.0,17,34
bailesw01,4,7,52,6,0,0,0,412,171,70,4,40,35,19.05,3,0,598.0,28,85
bailobo01,0,0,3,0,0,0,0,7,4,2,0,1,0,7.71,0,0,12.0,2,2
bainlo01,0,0,3,0,0,0,0,24,10,7,1,4,1,7.88,0,0,38.0,1,7
bairdbo01,0,4,8,6,0,0,0,67,25,18,1,15,10,14.46,1,1,109.0,1,23
bairdo01,55,43,584,5,0,0,81,2728,839,367,86,405,689,68.37,43,2,3902.0,299,398
bajenje01,0,2,14,0,0,0,0,41,23,17,5,6,11,53.03,1,0,69.0,7,17
bakelje01,76,125,215,204,191,7,0,5348,1909,725,43,564,669,32.43,152,0,7887.0,11,1321
bakenda01,0,0,2,0,0,0,0,9,9,2,1,1,0,6.0,0,0,20.0,2,6
bakeral01,0,0,3,0,0,0,0,23,13,8,2,2,2,9.39,0,0,38.0,1,8
bakerbo01,0,2,2,2,1,0,0,42,29,12,0,12,1,16.13,2,0,82.0,0,24
bakerer01,0,0,1,0,0,0,0,12,7,2,1,0,1,4.5,0,0,18.0,1,4
bakerje01,2,7,22,8,3,0,1,282,101,41,3,30,51,3.93,5,0,385.0,9,52
bakerjo01,1,0,1,0,0,0,0,3,0,0,0,1,0,0.0,0,0,3.0,1,0
bakerki01,9,38,58,44,34,2,0,1113,483,259,20,186,115,23.93,30,0,1789.0,13,388
bakerne01,0,0,5,2,0,0,0,52,27,11,2,7,3,5.71,0,0,84.0,0,17
bakerno01,14,15,30,29,28,1,0,759,250,96,3,86,94,10.43,22,1,1118.0,1,167
bakersc01,0,0,1,0,0,0,0,11,5,4,0,5,3,9.82,0,0,22.0,0,4
bakersc02,66,53,193,172,4,2,0,3194,1089,504,145,245,839,44.230000000000004,22,0,4438.0,15,518
bakerst01,7,16,84,26,0,0,6,711,262,135,26,127,131,21.88,19,2,1078.0,26,150
bakerto01,3,9,68,9,3,0,2,519,195,91,6,92,58,28.46,10,1,791.0,36,109
bakerto02,0,1,10,1,0,0,0,54,20,6,2,7,14,3.0,4,0,81.0,1,12
balasmi01,0,0,1,0,0,0,0,4,3,1,0,0,0,6.75,1,0,8.0,1,3
baldsja01,48,41,457,0,0,0,60,2112,687,289,45,298,555,40.64,49,0,3066.0,267,335
baldwda01,6,11,176,0,0,0,22,674,190,77,17,89,164,19.83,6,1,937.0,80,85
baldwha01,3,1,11,2,1,0,0,104,45,17,5,12,5,13.280000000000001,2,0,157.0,5,20
baldwja01,79,74,266,202,7,2,2,3968,1443,737,203,486,844,84.23,57,8,5804.0,24,794
baldwki01,0,0,2,1,0,0,0,12,5,4,0,6,1,9.0,0,0,23.0,1,6
baldwla01,73,41,118,116,112,9,1,3051,921,322,30,233,582,27.56,44,0,4220.0,3,547
baldwma01,154,165,346,328,295,14,5,8407,2695,1050,81,1307,1349,35.019999999999996,221,0,12470.0,19,1816
baldwof01,1,3,4,4,0,0,0,44,16,10,0,11,5,6.14,0,0,67.0,0,10
baldwri01,4,7,105,0,0,0,7,548,173,73,10,75,86,10.16,7,3,781.0,46,77
balejo01,3,7,109,12,0,0,1,521,183,90,16,75,148,49.9,7,0,765.0,21,98
balesco01,8,17,88,22,0,0,0,602,210,122,39,91,157,33.41,15,1,901.0,24,131
balfogr01,30,23,534,1,0,0,84,1619,406,209,47,252,571,75.75,26,1,2241.0,203,215
ballaje01,41,53,197,118,10,2,2,2320,914,405,92,229,244,36.47,13,5,3357.0,22,458
balleja01,4,9,94,5,0,0,6,469,169,91,26,79,117,42.57,11,7,710.0,36,98
ballima01,1,2,18,0,0,0,0,104,30,18,3,13,25,4.67,7,0,149.0,8,21
ballowi01,19,20,99,27,10,0,2,989,398,187,22,168,109,20.83,12,0,1500.0,44,224
balsato01,0,1,18,0,0,0,0,88,34,21,1,20,27,6.44,8,1,140.0,5,22
bambege01,0,0,10,1,0,0,1,43,25,15,4,10,3,34.56,1,0,73.0,2,15
bandaan01,4,3,18,5,0,0,1,154,54,34,3,18,41,26.68,2,0,225.0,6,35
bandosa01,0,0,1,0,0,0,0,9,3,2,0,0,0,6.0,0,0,13.0,0,2
baneed01,7,13,44,25,1,0,2,504,182,87,13,84,80,12.89,10,2,753.0,7,103
baneydi01,4,1,42,3,0,0,3,271,98,43,7,30,38,12.280000000000001,1,0,391.0,15,45
bankhda01,9,5,52,13,2,1,4,460,161,111,22,110,111,28.13,3,2,706.0,21,116
bankhsc01,57,48,267,110,7,3,1,2703,876,418,111,289,614,49.39,24,3,3814.0,30,451
banksbi01,1,3,5,4,3,0,0,90,49,27,2,17,10,10.57,0,0,154.0,0,33
banksjo01,4,8,27,19,1,0,0,358,143,75,20,42,55,32.760000000000005,1,0,531.0,2,77
bankswi01,33,39,181,84,1,1,2,1831,632,322,65,302,428,63.77,41,10,2717.0,40,370
bannibr01,37,50,117,114,2,0,0,2002,724,377,86,224,384,24.96,35,3,2914.0,2,407
bannifl01,134,143,431,363,62,16,0,7164,2320,1078,291,846,1723,63.69,84,9,10187.0,13,1189
bannoji01,0,1,3,1,0,0,0,27,18,12,2,8,2,28.5,1,0,55.0,2,23
bantaja01,14,12,69,19,3,1,5,614,176,86,15,113,116,22.86,9,0,895.0,24,97
banuema01,4,8,23,14,0,0,0,231,90,54,16,45,63,12.059999999999999,3,1,356.0,4,56
baptitr01,0,1,13,0,0,0,0,81,34,17,5,11,11,5.67,0,0,123.0,4,18
baragca01,5,1,24,1,0,0,0,67,17,10,3,5,19,4.03,1,0,88.0,2,10
barbajo01,1,3,44,0,0,0,0,145,49,33,9,28,40,23.85,3,0,223.0,16,33
barbebr02,5,8,26,16,0,0,1,279,111,70,15,45,59,35.86,7,0,425.0,3,70
barbefr01,1,1,4,2,1,0,0,52,26,12,0,7,1,13.04,0,0,80.0,2,16
barbest01,121,106,466,272,59,21,13,5997,1818,747,125,950,1309,73.57,91,6,8591.0,90,870
barbest02,1,0,22,2,0,0,2,117,34,22,3,31,18,10.780000000000001,5,0,181.0,10,23
barcelo01,5,3,43,1,0,0,0,198,67,33,7,18,42,17.4,2,0,281.0,8,36
barclcu01,10,9,44,29,5,2,0,598,214,77,24,55,73,60.25,1,0,855.0,4,95
bardda01,14,21,234,10,0,0,11,846,215,115,27,131,279,27.779999999999998,7,4,1184.0,47,124
bardlu01,3,3,46,3,0,0,0,198,58,37,14,18,60,16.93,6,2,275.0,11,38
barera01,16,26,88,49,9,3,1,1020,398,181,28,120,145,28.130000000000003,8,0,1492.0,18,206
barfijo01,8,8,65,11,0,0,2,418,153,73,13,39,53,15.379999999999999,2,3,591.0,15,86
barfocl01,8,10,86,5,2,1,5,751,293,114,13,66,49,12.82,2,0,1092.0,55,151
bargagr01,2,3,33,4,0,0,0,166,67,39,10,25,23,20.23,2,0,256.0,11,41
bargecy01,46,63,151,111,78,5,9,2927,1010,386,18,334,297,31.62,7,0,3981.0,35,479
barkbr01,0,0,3,0,0,0,0,7,2,0,0,1,0,0.0,0,0,8.0,2,0
barkele01,74,76,248,194,35,7,5,3971,1289,639,96,513,975,51.27,65,2,5674.0,26,695
barkeri01,0,0,5,0,0,0,0,15,6,4,0,4,3,7.2,1,0,25.0,1,4
barklbr01,0,0,6,0,0,0,0,33,16,12,2,9,2,9.82,1,0,59.0,1,13
barklje01,0,3,24,0,0,0,1,135,43,27,5,16,34,12.02,2,1,193.0,6,29
barlomi01,10,6,133,2,0,0,6,740,279,127,16,104,96,31.7,13,1,1095.0,60,147
barlosc01,6,5,99,0,0,0,3,346,107,53,12,49,146,12.02,7,1,500.0,17,54
barnach01,0,7,24,6,1,0,0,212,103,43,2,20,8,11.829999999999998,2,0,329.0,16,55
barnebo01,0,0,2,0,0,0,0,14,14,10,1,0,1,19.29,0,0,29.0,2,11
barnebr01,14,22,116,56,2,0,3,1219,364,178,39,204,275,27.09,15,4,1754.0,13,193
barneda01,0,1,1,0,0,0,0,3,1,1,1,0,1,9.0,0,0,4.0,1,1
barneda02,6,9,119,0,0,0,0,362,109,58,17,51,114,13.21,2,0,514.0,23,60
barnefr01,0,2,6,3,0,0,0,52,23,15,0,16,2,15.23,0,1,91.0,1,19
barnefr02,1,3,15,3,0,0,1,110,40,24,4,34,30,15.6,3,0,184.0,1,26
barneja01,4,13,200,1,0,0,5,594,187,96,21,88,209,30.700000000000003,15,0,865.0,45,111
barneje01,152,150,422,314,180,26,13,7709,2686,918,88,515,653,47.63,22,0,10676.0,76,1150
barneju01,0,0,2,0,0,0,0,1,0,0,0,1,0,0.0,0,0,2.0,2,0
barnema01,26,21,325,2,0,0,15,1012,302,153,40,159,438,29.1,36,1,1464.0,74,162
barnere02,35,31,155,81,20,6,1,1793,474,286,48,410,336,30.9,21,4,2593.0,30,328
barneri01,1,3,10,4,0,0,1,86,39,18,1,14,8,11.7,1,0,138.0,5,25
barnero01,0,0,1,0,0,0,0,4,7,3,0,0,0,20.25,0,0,13.0,0,8
barnesc01,0,1,22,0,0,0,1,83,25,16,4,10,26,11.53,3,0,120.0,7,16
barneto01,11,4,127,0,0,0,2,436,139,57,14,43,132,16.72,10,0,607.0,21,64
barnevi01,61,59,205,135,58,7,11,3282,1192,445,46,293,275,53.55,9,1,4643.0,31,525
barnhed01,0,0,1,0,0,0,0,3,0,0,0,2,0,0.0,0,0,5.0,0,0
barnhle01,1,1,3,2,0,0,0,52,25,13,1,8,2,13.48,0,0,84.0,1,14
barnige01,3,3,20,4,1,0,0,173,49,42,2,43,28,19.1,2,1,266.0,5,44
barnoed01,0,0,6,0,0,0,0,22,7,2,0,8,8,5.08,0,0,35.0,2,2
barojsa01,18,21,179,18,0,0,35,1170,374,171,33,179,177,28.85,14,7,1667.0,87,186
baronda01,1,3,16,6,0,0,0,123,50,26,11,19,18,5.71,1,0,183.0,4,29
barraky01,16,14,270,0,0,0,11,757,188,99,24,155,319,21.55,22,2,1099.0,57,108
barrbo01,49,98,159,152,141,6,1,3985,1460,568,31,363,588,25.810000000000002,107,0,5914.0,7,938
barrbo02,0,0,2,0,0,0,0,7,5,1,0,2,0,3.86,0,0,15.0,1,3
barreaa01,6,3,95,0,0,0,0,222,68,33,3,33,86,33.49,8,1,322.0,20,38
barrebi02,1,0,4,0,0,0,0,15,2,4,0,9,2,7.2,1,0,25.0,2,4
barredi01,35,58,141,91,32,3,2,2187,753,347,29,320,271,28.869999999999997,26,3,3218.0,28,398
barrefr01,15,17,104,2,0,0,12,653,211,85,8,90,90,20.950000000000003,8,0,924.0,67,100
barreja01,2,4,105,0,0,0,4,291,88,48,16,47,92,28.36,6,0,420.0,24,53
barrere01,69,69,253,149,67,11,7,3790,1292,496,78,312,333,44.63,12,1,5317.0,62,579
barreti01,0,0,4,0,0,0,1,28,10,6,2,2,5,5.79,0,0,39.0,2,6
barrifr01,38,38,129,102,27,2,3,2154,718,331,64,246,323,52.02,10,3,3087.0,16,369
barrija01,15,19,52,44,0,0,0,733,236,121,44,83,200,13.45,4,1,1034.0,3,124
barrima01,0,0,5,0,0,0,0,20,10,5,1,7,4,15.379999999999999,0,0,35.0,1,5
barriyh01,0,0,5,0,0,0,0,20,3,0,0,0,7,0.0,0,0,22.0,2,0
barrji01,101,112,454,252,64,20,12,6196,2170,816,161,469,741,44.26,22,14,8612.0,75,908
barrofr02,0,0,1,0,0,0,0,3,1,0,0,0,1,0.0,0,0,3.0,1,0
barrst01,3,7,24,13,4,0,0,251,88,48,11,57,32,12.16,7,1,386.0,5,64
barryed01,1,6,12,10,6,0,0,237,74,31,5,25,34,10.96,5,2,330.0,1,47
barryha01,0,0,3,0,0,0,0,39,18,11,0,4,3,7.62,1,0,55.0,2,11
barryke01,1,1,20,1,0,0,0,83,30,21,2,16,23,28.11,1,0,129.0,8,21
barryto01,0,1,1,1,0,0,0,2,6,3,0,1,1,40.5,0,0,10.0,0,5
barthbo01,1,1,7,1,0,0,0,29,13,5,2,5,4,4.66,0,0,47.0,5,9
barthji01,0,2,3,3,0,0,0,31,16,12,3,8,6,10.45,0,0,53.0,0,12
barthjo01,0,0,4,0,0,0,0,32,12,6,0,8,5,5.06,1,1,51.0,4,9
barthle01,0,0,9,0,0,0,0,84,36,21,2,15,7,12.21,1,0,130.0,6,21
bartlbi01,0,1,19,3,2,0,1,204,57,23,0,29,24,11.59,4,0,276.0,10,35
bartocl01,1,2,53,0,0,0,0,117,45,22,11,22,40,10.15,0,1,182.0,9,23
bartosh01,4,2,73,0,0,0,1,195,66,34,6,27,29,16.9,3,2,276.0,15,39
bartsch01,9,10,26,20,17,0,1,591,226,90,8,66,52,4.11,5,0,899.0,6,145
barziph01,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0,0,2.0,0,0
bashlty01,0,6,56,0,0,0,0,187,56,40,14,33,51,19.810000000000002,2,0,276.0,16,41
baskeji01,9,6,35,14,9,1,1,426,138,52,3,57,59,12.35,4,1,594.0,20,61
bassan01,9,16,217,18,1,0,15,1119,358,179,37,136,266,46.89,23,1,1575.0,67,195
bassbr01,9,7,101,4,0,0,1,549,213,105,23,85,104,26.75,13,0,830.0,27,118
bassdi01,0,1,1,1,0,0,0,24,7,6,0,6,1,6.75,1,0,37.0,0,6
bassich01,19,21,79,66,0,0,0,1195,368,159,41,140,345,22.73,14,0,1708.0,6,174
bassno01,13,17,65,34,6,2,0,761,271,150,26,137,111,22.52,10,0,1146.0,13,164
bastaan01,27,20,419,5,0,0,12,1179,304,175,44,192,470,50.879999999999995,34,4,1679.0,93,184
bastich01,0,0,1,0,0,0,0,18,6,2,0,0,2,3.0,2,0,25.0,1,5
batchjo01,1,0,11,1,1,0,0,62,26,13,2,4,6,16.0,0,0,91.0,5,14
batchri01,5,1,43,0,0,0,0,161,63,30,3,18,33,21.62,1,1,237.0,17,37
batesdi01,0,0,1,0,0,0,0,5,3,5,1,3,3,27.0,0,0,11.0,0,5
batesfr01,3,19,26,23,21,0,0,572,276,134,6,121,18,11.38,5,2,964.0,3,198
batesjo01,0,1,1,1,1,0,0,24,15,12,0,5,3,13.5,1,0,44.0,0,14
batismi01,102,115,658,248,11,5,41,5869,2021,974,194,899,1250,108.74,102,6,8643.0,164,1089
battijo01,0,0,3,0,0,0,0,23,12,3,0,2,1,7.16,1,0,38.0,2,6
battoch01,0,0,2,1,0,0,0,12,5,4,1,3,4,9.0,0,0,19.0,1,4
baueral01,1,6,7,7,6,0,0,161,53,32,2,41,26,10.649999999999999,15,0,255.0,0,48
bauerlo01,0,0,1,0,0,0,0,0,0,1,0,2,0,0.0,0,0,2.0,0,2
bauerri01,11,14,187,10,0,0,3,951,322,159,35,121,185,44.64,14,0,1362.0,55,179
bauerru01,31,30,129,71,27,4,6,1797,562,235,17,271,300,64.25,17,0,2581.0,30,282
bauertr01,75,64,205,195,5,3,1,3570,1051,516,141,454,1279,42.65,47,2,5031.0,6,556
baumabu01,3,3,38,0,0,0,0,92,27,19,5,18,35,84.27,0,0,139.0,5,22
baumafr01,45,38,244,78,19,4,13,2392,856,364,70,300,384,49.620000000000005,14,0,3470.0,59,406
baumgge01,36,47,124,79,51,7,4,2057,682,245,10,263,283,21.61,11,0,2824.0,38,315
baumgha01,0,1,9,0,0,0,0,54,18,8,1,6,7,4.0,0,0,72.0,6,10
baumgro01,22,36,90,84,10,6,0,1486,492,220,43,211,222,23.47,21,6,2133.0,3,246
baumgst01,26,21,143,40,18,3,7,1517,553,208,19,185,129,31.97,3,2,2216.0,60,271
bausege01,1,4,7,6,6,0,0,166,64,24,1,33,18,3.9,5,0,270.0,1,46
bautaed01,6,6,97,0,0,0,11,447,148,72,14,70,89,27.270000000000003,6,3,649.0,45,77
bautide01,11,15,131,21,0,0,0,670,246,146,21,131,180,90.26,25,2,1033.0,25,154
bautige01,0,2,13,2,0,0,0,40,21,17,4,14,10,23.46,3,1,74.0,8,17
bautijo01,32,42,312,49,4,0,3,2057,732,352,106,171,328,60.31,16,10,2925.0,97,376
baylijo01,5,4,61,0,0,0,0,192,71,48,11,33,54,17.29,3,0,296.0,23,49
baynebi01,31,32,199,55,21,2,8,1986,711,356,37,297,259,43.519999999999996,6,3,2959.0,76,407
bazaryo01,3,4,25,8,0,0,0,181,68,46,4,34,37,55.760000000000005,2,1,282.0,12,51
beachbr01,14,12,48,48,1,1,0,827,227,103,28,92,280,21.06,18,1,1136.0,0,119
beallwa01,5,5,36,12,1,0,1,372,110,61,4,111,85,32.62,11,4,583.0,12,79
beamal01,1,1,2,2,2,0,0,54,11,13,0,15,1,6.5,3,0,79.0,0,16
beamer01,0,2,9,1,1,0,3,74,33,31,1,25,3,11.31,5,0,130.0,8,33
beamoch01,3,3,27,5,1,1,0,214,64,31,4,36,45,10.92,5,1,307.0,11,35
beamtj01,4,2,52,0,0,0,1,191,69,38,11,26,36,12.64,1,1,284.0,13,38
beanbe01,11,7,86,8,1,0,2,705,288,139,21,96,89,37.25,7,2,1050.0,46,160
beanco01,0,1,6,0,0,0,0,21,8,7,0,9,5,25.5,0,0,38.0,2,7
beardda01,19,20,172,3,0,0,30,827,274,144,37,124,185,32.45,11,2,1218.0,114,163
beardge01,45,38,193,84,29,7,1,2365,791,347,48,435,259,127.33,40,2,3471.0,43,398
beardmi01,4,2,74,2,0,0,1,354,128,49,9,45,43,20.01,4,5,526.0,24,63
beardra01,0,4,13,10,0,0,0,174,62,24,2,28,17,3.72,2,0,260.0,0,32
bearega01,5,6,23,11,2,0,0,299,106,57,10,53,64,9.73,5,0,446.0,7,62
bearnla01,13,21,173,7,0,0,8,968,350,148,31,135,124,34.620000000000005,13,0,1431.0,84,179
bearske01,0,2,3,3,0,0,0,23,16,11,2,5,2,12.91,0,0,45.0,0,11
beaslch01,0,1,22,0,0,0,0,80,26,10,2,10,14,3.38,2,0,113.0,8,14
beaslje01,0,0,1,0,0,0,0,1,2,0,0,0,1,0.0,0,0,3.0,1,0
beatied01,48,56,109,108,104,5,0,2838,997,387,32,372,335,19.54,37,1,4216.0,1,594
beatope01,4,2,85,0,0,0,0,282,85,45,7,37,60,22.98,2,0,401.0,15,55
beattbl01,0,0,7,1,0,0,0,47,14,4,1,6,10,4.29,1,0,67.0,1,4
beattji01,52,87,203,182,31,7,1,3446,1174,532,88,461,660,40.66,35,7,4956.0,10,581
beavabl01,16,20,54,44,0,0,0,879,326,150,46,47,137,19.33,7,0,1233.0,4,151
beazljo01,31,12,76,46,21,3,3,1122,349,125,13,157,147,16.490000000000002,15,1,1601.0,21,151
becanbu01,3,8,11,11,11,0,0,273,110,60,5,26,15,7.75,17,1,418.0,0,86
bechlst01,0,0,3,0,0,0,0,14,6,7,3,4,3,13.5,0,0,25.0,0,7
bechtge01,7,20,30,27,25,0,0,729,337,86,0,22,10,19.29,17,0,1197.0,2,265
beckbo01,38,69,265,100,44,3,6,3102,1121,494,63,342,352,58.660000000000004,10,1,4545.0,94,561
beckch01,0,0,17,0,0,0,0,54,22,11,2,5,12,6.32,1,1,80.0,5,12
beckch02,4,4,103,1,0,0,1,390,148,85,27,75,86,28.2,2,0,596.0,25,88
beckebo01,0,2,6,2,2,0,0,87,38,21,0,12,10,16.43,1,0,134.0,4,24
beckech01,3,5,15,5,5,1,0,241,88,35,2,29,36,7.04,2,1,365.0,7,50
beckejo02,138,106,335,332,12,6,0,6153,1897,884,238,629,1901,56.88,59,3,8579.0,1,957
beckero01,0,0,7,0,0,0,0,21,7,9,3,10,8,18.9,1,0,38.0,4,9
beckfr01,0,5,5,5,4,0,0,102,50,25,0,10,18,14.120000000000001,7,0,168.0,0,42
beckge01,0,0,1,0,0,0,0,3,1,0,0,0,0,0.0,0,0,5.0,1,0
becklja01,0,1,1,1,0,0,0,12,9,3,0,1,2,6.75,0,0,21.0,0,8
beckmbi01,21,25,90,44,17,4,2,1320,499,234,38,119,108,21.21,5,0,1910.0,32,265
beckmji01,0,2,10,1,0,0,0,83,37,18,3,15,4,11.71,0,0,139.0,8,22
beckri01,2,1,3,3,1,1,0,63,22,5,1,7,10,2.14,2,0,88.0,0,6
beckro01,38,45,704,0,0,0,286,2304,703,282,97,191,644,49.64,23,3,3170.0,519,308
beckwjo01,18,19,229,5,0,0,7,1266,432,166,39,150,319,26.89,15,2,1823.0,93,189
becquju01,0,0,2,0,0,0,0,7,5,4,1,1,0,29.25,0,0,13.0,2,4
bedarer01,71,82,241,230,1,1,1,3911,1242,578,131,533,1246,57.34,35,4,5618.0,4,643
bedgoph01,1,2,10,3,1,0,0,83,23,15,0,18,12,9.3,1,0,132.0,4,17
bediehu01,59,53,179,102,57,4,19,2810,932,321,15,236,420,12.469999999999999,12,2,3793.0,61,425
bednaan01,0,0,5,0,0,0,0,16,14,9,1,1,3,38.25,1,0,32.0,4,9
bednada01,0,2,17,0,0,0,0,52,21,13,4,7,19,13.66,0,0,80.0,7,14
bedroca01,17,13,285,7,0,0,9,833,255,114,25,116,290,26.95,24,1,1188.0,51,135
bedrost01,76,79,732,46,0,0,184,3573,1026,447,114,518,921,52.18,33,4,5044.0,439,496
beebefr01,62,83,202,153,93,9,4,3883,1090,412,17,534,634,23.84,44,1,5373.0,36,587
beeched01,0,0,1,0,0,0,0,18,10,8,0,3,0,12.0,0,1,31.0,1,8
beechma01,8,22,53,53,0,0,0,885,322,176,52,131,266,17.19,14,2,1315.0,0,191
beechro01,0,2,4,2,2,0,1,59,28,9,0,9,5,10.51,0,0,92.0,1,13
beedety01,5,11,26,24,0,0,0,374,136,73,22,54,122,13.3,9,0,563.0,0,77
beeksja01,12,5,59,4,0,0,2,523,188,88,19,68,157,24.83,5,0,768.0,8,96
beeleda01,0,3,5,5,0,0,0,58,24,13,0,14,13,12.99,1,0,92.0,0,16
beenean01,0,2,6,3,0,0,0,62,31,24,1,10,11,15.59,4,1,102.0,1,26
beenefr01,12,7,112,6,0,0,8,864,274,116,21,111,156,33.59,13,0,1219.0,47,138
beerscl01,0,0,1,0,0,0,0,2,3,1,0,1,0,13.5,1,0,7.0,0,4
beggsjo01,48,35,238,41,23,4,29,2081,688,228,39,189,178,29.5,4,3,2895.0,127,284
begleed01,16,27,46,44,40,0,0,1143,427,186,14,147,148,9.09,50,2,1750.0,2,311
